Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.2 (lin64) Build 3671981 Fri Oct 14 04:59:54 MDT 2022
| Date         : Tue Dec 26 15:16:06 2023
| Host         : binhkieudo running 64-bit Ubuntu 20.04.6 LTS
| Command      : report_utilization -hierarchical -file /home/binhkieudo/Workspace/Rocket/riscv_framework/fpga/generated-src/chipyard.fpga.arty100t.Arty100THarness.RocketArty100TConfig/obj/report/utilization.txt
| Design       : Arty100THarness
| Device       : xc7a100tcsg324-1
| Speed File   : -1
| Design State : Physopt postRoute
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+------------------------------------------------------------------------------+------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                                   Instance                                   |                                    Module                                    | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|           pueReg                                                             |                                                  AsyncResetRegVec_w16_i0_359 |          0 |          0 |       0 |    0 |    16 |      0 |      0 |          0 |
|       intsource                                                              |                                                      IntSyncCrossingSource_5 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|         reg_0                                                                |                                                       AsyncResetRegVec_w2_i0 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|       intsource_1                                                            |                                                      IntSyncCrossingSource_1 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         reg_0                                                                |                                                   AsyncResetRegVec_w1_i0_358 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|       plicDomainWrapper                                                      |                                                              ClockSinkDomain |        329 |        329 |       0 |    0 |   183 |      0 |      0 |          0 |
|         plic                                                                 |                                                                       TLPLIC |        329 |        329 |       0 |    0 |   183 |      0 |      0 |          0 |
|           (plic)                                                             |                                                                       TLPLIC |        168 |        168 |       0 |    0 |   101 |      0 |      0 |          0 |
|           gateways_gateway                                                   |                                                                 LevelGateway |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_1                                                 |                                                             LevelGateway_341 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_10                                                |                                                             LevelGateway_342 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_11                                                |                                                             LevelGateway_343 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_12                                                |                                                             LevelGateway_344 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_13                                                |                                                             LevelGateway_345 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_14                                                |                                                             LevelGateway_346 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_15                                                |                                                             LevelGateway_347 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_16                                                |                                                             LevelGateway_348 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_17                                                |                                                             LevelGateway_349 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_2                                                 |                                                             LevelGateway_350 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_3                                                 |                                                             LevelGateway_351 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_4                                                 |                                                             LevelGateway_352 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_5                                                 |                                                             LevelGateway_353 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_6                                                 |                                                             LevelGateway_354 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_7                                                 |                                                             LevelGateway_355 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_8                                                 |                                                             LevelGateway_356 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           gateways_gateway_9                                                 |                                                             LevelGateway_357 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           out_back                                                           |                                                                     Queue_74 |        155 |        155 |       0 |    0 |    64 |      0 |      0 |          0 |
|             (out_back)                                                       |                                                                     Queue_74 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             ram_ext                                                          |                                                                ram_combMem_9 |        155 |        155 |       0 |    0 |    63 |      0 |      0 |          0 |
|       prci_ctrl_domain                                                       |                                                            ClockSinkDomain_5 |          3 |          3 |       0 |    0 |     4 |      0 |      0 |          0 |
|         clock_gater                                                          |                                                               TileClockGater |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           regs_0                                                             |                                                       AsyncResetRegVec_w1_i1 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         resetSynchronizer                                                    |                                                  ClockGroupResetSynchronizer |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|           x1_member_allClocks_uncore_reset_catcher                           |                                                     ResetCatchAndSync_d3_338 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|             io_sync_reset_chain                                              |                                  AsyncResetSynchronizerShiftReg_w1_d3_i0_339 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|               output_chain                                                   |                            AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_340 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|       spiClockDomainWrapper                                                  |                                                            ClockSinkDomain_4 |        221 |        209 |      12 |    0 |   185 |      0 |      0 |          0 |
|         spi_0                                                                |                                                                        TLSPI |        221 |        209 |      12 |    0 |   185 |      0 |      0 |          0 |
|           (spi_0)                                                            |                                                                        TLSPI |          1 |          1 |       0 |    0 |    85 |      0 |      0 |          0 |
|           fifo                                                               |                                                                      SPIFIFO |         37 |         25 |      12 |    0 |    17 |      0 |      0 |          0 |
|             (fifo)                                                           |                                                                      SPIFIFO |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             rxq                                                              |                                                                 Queue_75_334 |         19 |         13 |       6 |    0 |     7 |      0 |      0 |          0 |
|               (rxq)                                                          |                                                                 Queue_75_334 |         10 |         10 |       0 |    0 |     7 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                            ram_combMem_0_337 |         10 |          4 |       6 |    0 |     0 |      0 |      0 |          0 |
|             txq                                                              |                                                                 Queue_75_335 |         18 |         12 |       6 |    0 |     7 |      0 |      0 |          0 |
|               (txq)                                                          |                                                                 Queue_75_335 |         10 |         10 |       0 |    0 |     7 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                            ram_combMem_0_336 |          8 |          2 |       6 |    0 |     0 |      0 |      0 |          0 |
|           intsource                                                          |                                                  IntSyncCrossingSource_1_332 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|             reg_0                                                            |                                                   AsyncResetRegVec_w1_i0_333 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|           mac                                                                |                                                                     SPIMedia |        182 |        182 |       0 |    0 |    82 |      0 |      0 |          0 |
|             (mac)                                                            |                                                                     SPIMedia |          1 |          1 |       0 |    0 |     7 |      0 |      0 |          0 |
|             phy                                                              |                                                                  SPIPhysical |        181 |        181 |       0 |    0 |    75 |      0 |      0 |          0 |
|       subsystem_cbus                                                         |                                                               PeripheryBus_1 |       3309 |       3113 |     196 |    0 |   545 |      0 |      0 |          0 |
|         (subsystem_cbus)                                                     |                                                               PeripheryBus_1 |          0 |          0 |       0 |    0 |     6 |      0 |      0 |          0 |
|         atomics                                                              |                                                           TLAtomicAutomata_1 |        408 |        408 |       0 |    0 |   206 |      0 |      0 |          0 |
|         buffer                                                               |                                                                   TLBuffer_4 |       1033 |        899 |     134 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                                     |                                                                 Queue_57_329 |        113 |         59 |      54 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                                 |                                                                 Queue_57_329 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                                          |                                                            ram_combMem_5_331 |        108 |         54 |      54 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                                             |                                                                     Queue_56 |        920 |        840 |      80 |    0 |     3 |      0 |      0 |          0 |
|             (x1_a_q)                                                         |                                                                     Queue_56 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                                          |                                                           ram_combMem_13_330 |        915 |        835 |      80 |    0 |     0 |      0 |      0 |          0 |
|         coupler_to_bootrom                                                   |                                                     TLInterconnectCoupler_13 |        665 |        665 |       0 |    0 |    29 |      0 |      0 |          0 |
|           fragmenter                                                         |                                                               TLFragmenter_7 |        665 |        665 |       0 |    0 |    29 |      0 |      0 |          0 |
|             (fragmenter)                                                     |                                                               TLFragmenter_7 |          4 |          4 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                                         |                                                                   Repeater_7 |        662 |        662 |       0 |    0 |    20 |      0 |      0 |          0 |
|         coupler_to_clint                                                     |                                                     TLInterconnectCoupler_10 |        123 |        123 |       0 |    0 |    32 |      0 |      0 |          0 |
|           fragmenter                                                         |                                                               TLFragmenter_5 |        123 |        123 |       0 |    0 |    32 |      0 |      0 |          0 |
|             (fragmenter)                                                     |                                                               TLFragmenter_5 |          3 |          3 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                                         |                                                                   Repeater_5 |        120 |        120 |       0 |    0 |    23 |      0 |      0 |          0 |
|         coupler_to_debug                                                     |                                                     TLInterconnectCoupler_12 |        518 |        518 |       0 |    0 |    35 |      0 |      0 |          0 |
|           fragmenter                                                         |                                                               TLFragmenter_6 |        518 |        518 |       0 |    0 |    35 |      0 |      0 |          0 |
|             (fragmenter)                                                     |                                                               TLFragmenter_6 |          3 |          3 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                                         |                                                                   Repeater_6 |        515 |        515 |       0 |    0 |    26 |      0 |      0 |          0 |
|         coupler_to_plic                                                      |                                                      TLInterconnectCoupler_9 |         34 |         34 |       0 |    0 |    42 |      0 |      0 |          0 |
|           fragmenter                                                         |                                                               TLFragmenter_4 |         34 |         34 |       0 |    0 |    42 |      0 |      0 |          0 |
|             (fragmenter)                                                     |                                                               TLFragmenter_4 |         11 |         11 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                                         |                                                                   Repeater_4 |         23 |         23 |       0 |    0 |    33 |      0 |      0 |          0 |
|         coupler_to_prci_ctrl                                                 |                                                     TLInterconnectCoupler_15 |        245 |        207 |      38 |    0 |   119 |      0 |      0 |          0 |
|           buffer                                                             |                                                                   TLBuffer_7 |         55 |         17 |      38 |    0 |     6 |      0 |      0 |          0 |
|             bundleIn_0_d_q                                                   |                                                                 Queue_53_327 |         19 |          9 |      10 |    0 |     3 |      0 |      0 |          0 |
|               (bundleIn_0_d_q)                                               |                                                                 Queue_53_327 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                            ram_combMem_4_328 |         14 |          4 |      10 |    0 |     0 |      0 |      0 |          0 |
|             x1_a_q                                                           |                                                                     Queue_61 |         36 |          8 |      28 |    0 |     3 |      0 |      0 |          0 |
|               (x1_a_q)                                                       |                                                                     Queue_61 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                               ram_combMem_10 |         32 |          4 |      28 |    0 |     0 |      0 |      0 |          0 |
|           fixer                                                              |                                                                TLFIFOFixer_3 |         23 |         23 |       0 |    0 |    82 |      0 |      0 |          0 |
|           fragmenter                                                         |                                                               TLFragmenter_8 |        167 |        167 |       0 |    0 |    31 |      0 |      0 |          0 |
|             (fragmenter)                                                     |                                                               TLFragmenter_8 |          6 |          6 |       0 |    0 |    11 |      0 |      0 |          0 |
|             repeater                                                         |                                                                   Repeater_8 |        161 |        161 |       0 |    0 |    20 |      0 |      0 |          0 |
|         in_xbar                                                              |                                                                     TLXbar_4 |         51 |         51 |       0 |    0 |    13 |      0 |      0 |          0 |
|         out_xbar                                                             |                                                                     TLXbar_5 |        152 |        152 |       0 |    0 |    22 |      0 |      0 |          0 |
|         wrapped_error_device                                                 |                                                           ErrorDeviceWrapper |         90 |         66 |      24 |    0 |    35 |      0 |      0 |          0 |
|           buffer                                                             |                                                                   TLBuffer_5 |         52 |         28 |      24 |    0 |     6 |      0 |      0 |          0 |
|             bundleIn_0_d_q                                                   |                                                                     Queue_57 |         35 |         23 |      12 |    0 |     3 |      0 |      0 |          0 |
|               (bundleIn_0_d_q)                                               |                                                                     Queue_57 |         10 |         10 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                            ram_combMem_5_326 |         26 |         14 |      12 |    0 |     0 |      0 |      0 |          0 |
|             x1_a_q                                                           |                                                                     Queue_59 |         17 |          5 |      12 |    0 |     3 |      0 |      0 |          0 |
|               (x1_a_q)                                                       |                                                                     Queue_59 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                                ram_combMem_8 |         13 |          1 |      12 |    0 |     0 |      0 |      0 |          0 |
|           error                                                              |                                                                      TLError |         38 |         38 |       0 |    0 |    29 |      0 |      0 |          0 |
|             (error)                                                          |                                                                      TLError |         10 |         10 |       0 |    0 |    18 |      0 |      0 |          0 |
|             a                                                                |                                                                     Queue_58 |         28 |         28 |       0 |    0 |    11 |      0 |      0 |          0 |
|               (a)                                                            |                                                                     Queue_58 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                                ram_combMem_7 |         26 |         26 |       0 |    0 |    10 |      0 |      0 |          0 |
|       subsystem_l2_wrapper                                                   |                                                      CoherenceManagerWrapper |        392 |        392 |       0 |    0 |   268 |      0 |      0 |          0 |
|         (subsystem_l2_wrapper)                                               |                                                      CoherenceManagerWrapper |          4 |          4 |       0 |    0 |     0 |      0 |      0 |          0 |
|         broadcast_1                                                          |                                                                  TLBroadcast |        388 |        388 |       0 |    0 |   268 |      0 |      0 |          0 |
|           (broadcast_1)                                                      |                                                                  TLBroadcast |         10 |         10 |       0 |    0 |    52 |      0 |      0 |          0 |
|           TLBroadcastTracker                                                 |                                                           TLBroadcastTracker |        153 |        153 |       0 |    0 |    54 |      0 |      0 |          0 |
|             (TLBroadcastTracker)                                             |                                                           TLBroadcastTracker |         17 |         17 |       0 |    0 |    47 |      0 |      0 |          0 |
|             o_data                                                           |                                                                 Queue_65_325 |        136 |        136 |       0 |    0 |     7 |      0 |      0 |          0 |
|           TLBroadcastTracker_1                                               |                                                         TLBroadcastTracker_1 |         32 |         32 |       0 |    0 |    54 |      0 |      0 |          0 |
|             (TLBroadcastTracker_1)                                           |                                                         TLBroadcastTracker_1 |         14 |         14 |       0 |    0 |    47 |      0 |      0 |          0 |
|             o_data                                                           |                                                                 Queue_65_324 |         19 |         19 |       0 |    0 |     7 |      0 |      0 |          0 |
|           TLBroadcastTracker_2                                               |                                                         TLBroadcastTracker_2 |         34 |         34 |       0 |    0 |    54 |      0 |      0 |          0 |
|             (TLBroadcastTracker_2)                                           |                                                         TLBroadcastTracker_2 |         18 |         18 |       0 |    0 |    47 |      0 |      0 |          0 |
|             o_data                                                           |                                                                 Queue_65_323 |         16 |         16 |       0 |    0 |     7 |      0 |      0 |          0 |
|           TLBroadcastTracker_3                                               |                                                         TLBroadcastTracker_3 |        161 |        161 |       0 |    0 |    54 |      0 |      0 |          0 |
|             (TLBroadcastTracker_3)                                           |                                                         TLBroadcastTracker_3 |         17 |         17 |       0 |    0 |    47 |      0 |      0 |          0 |
|             o_data                                                           |                                                                     Queue_65 |        145 |        145 |       0 |    0 |     7 |      0 |      0 |          0 |
|       subsystem_mbus                                                         |                                                                    MemoryBus |        155 |         23 |     132 |    0 |     6 |      0 |      0 |          0 |
|         coupler_to_memory_controller_port_named_tl_mem                       |                                                     TLInterconnectCoupler_16 |        155 |         23 |     132 |    0 |     6 |      0 |      0 |          0 |
|           buffer                                                             |                                                                     TLBuffer |        155 |         23 |     132 |    0 |     6 |      0 |      0 |          0 |
|             bundleIn_0_d_q                                                   |                                                                      Queue_1 |         71 |         19 |      52 |    0 |     3 |      0 |      0 |          0 |
|               (bundleIn_0_d_q)                                               |                                                                      Queue_1 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                            ram_combMem_5_322 |         70 |         18 |      52 |    0 |     0 |      0 |      0 |          0 |
|             x1_a_q                                                           |                                                                        Queue |         84 |          4 |      80 |    0 |     3 |      0 |      0 |          0 |
|               (x1_a_q)                                                       |                                                                        Queue |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                               ram_combMem_14 |         82 |          2 |      80 |    0 |     0 |      0 |      0 |          0 |
|       subsystem_pbus                                                         |                                                                 PeripheryBus |       1179 |        935 |     244 |    0 |   380 |      0 |      0 |          0 |
|         (subsystem_pbus)                                                     |                                                                 PeripheryBus |          0 |          0 |       0 |    0 |    64 |      0 |      0 |          0 |
|         atomics                                                              |                                                             TLAtomicAutomata |        415 |        415 |       0 |    0 |   181 |      0 |      0 |          0 |
|         buffer                                                               |                                                                   TLBuffer_1 |        200 |         78 |     122 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                                     |                                                                 Queue_53_318 |         66 |         14 |      52 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                                 |                                                                 Queue_53_318 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                                          |                                                            ram_combMem_4_321 |         64 |         12 |      52 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                                             |                                                                 Queue_52_319 |        134 |         64 |      70 |    0 |     3 |      0 |      0 |          0 |
